,Mã lớp,Mã HP,Tên HP,Ghi chú,Nhóm,Đợt,Tuần,Thứ,Ngày thi,Kíp thi,SLĐK,Phòng thi,Mã lớp Mã HP,Unnamed: 0,Tên HP Ghi chú,Unnamed: 1,Kíp thi Phòng thi,Unnamed: 2,Ghi chú Nhóm,Tên HP Ghi chú Nhóm
156,115118,CH1018,Hoá học,"Môi trường 01,02,03 (nhóm 1/2)-K64S",TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D3-501,,,,,,,,
157,115118,CH1018,Hoá học,"Môi trường 01,02,03 (nhóm 1/2)-K64S",Môi trường  03-K64,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D3-501,,,,,,,,
158,115119,CH1018,Hoá học,"Môi trường 01,02,03 (nhóm 2/2)-K64S",Môi trường  03-K64,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D3-501,,,,,,,,
159,115119,CH1018,Hoá học,"Môi trường 01,02,03 (nhóm 2/2)-K64S",TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D3-501,,,,,,,,
160,115119,CH1018,Hoá học,"Môi trường 01,02,03 (nhóm 2/2)-K64S",Môi trường  02-K64,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D3-401,,,,,,,,
161,116573,CH1018,Hoá học,Môi trường-K63S,TC,AB,T47,Thứ tư,15.07.2020,Kíp 2,,D3-401,,,,,,,,
162,114691,CH1019E,Hóa học đại cương,**CTTT-Ôtô-K63C,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-102,,,,,,,,
163,114781,CH1031,Hóa học 1,**(TA)-CTTT Hóa dược-K64C,CTTT Hóa dược 01-K64,AB,T47,Thứ tư,15.07.2020,Kíp 1,,D9-204,,,,,,,,
164,116773,CH2010,Cơ sở hóa học vật liệu,Hóa học-K62C,TC,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-105,,,,,,,,
165,116774,CH2014,Hóa sinh đại cương,Hóa học-K62C,TC,AB,T45,Thứ sáu,03.07.2020,Kíp 3,,D5-103,,,,,,,,
166,693486,CH3007,Thí nghiệm Hóa lý,IN1,TC,B,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
167,693487,CH3007,Thí nghiệm Hóa lý,IN2,TC,B,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
168,116692,CH3008,Hoá lý,KTIn-K63S,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-205,,,,,,,,
169,116689,CH3042,Hóa lý I,Hóa học-K63S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 1,,D5-103,,,,,,,,
170,114586,CH3050,Hoá lý I,**Tài năng Hóa học-K63S,TC,AB,T47,Thứ sáu,17.07.2020,Kíp 1,,D5-102,,,,,,,,
171,693513,CH3052,TN Hóa lý I,I1,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
172,693514,CH3052,TN Hóa lý I,I2,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
173,693515,CH3052,TN Hóa lý I,I3,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
174,693516,CH3052,TN Hóa lý I,I4,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
175,693517,CH3052,TN Hóa lý I,I5,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
176,693518,CH3052,TN Hóa lý I,I6,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
177,693519,CH3052,TN Hóa lý I,I7,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
178,693520,CH3052,TN Hóa lý I,I8,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
179,693521,CH3052,TN Hóa lý I,I9,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
180,693522,CH3052,TN Hóa lý I,I10,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-201,,,,,,,,
181,693523,CH3052,TN Hóa lý I,I11,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
182,693524,CH3052,TN Hóa lý I,I12,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
183,693525,CH3052,TN Hóa lý I,I13,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
184,693526,CH3052,TN Hóa lý I,I14,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
185,693527,CH3052,TN Hóa lý I,I15,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
186,693528,CH3052,TN Hóa lý I,I16,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
187,693529,CH3052,TN Hóa lý I,I17,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
188,693530,CH3052,TN Hóa lý I,I18,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
189,693531,CH3052,TN Hóa lý I,I19,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-301,,,,,,,,
190,693532,CH3052,TN Hóa lý I,I20,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
191,693533,CH3052,TN Hóa lý I,I21,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
192,693534,CH3052,TN Hóa lý I,I22,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
193,693535,CH3052,TN Hóa lý I,I23,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
194,693536,CH3052,TN Hóa lý I,I24,TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
195,696316,CH3052,TN Hóa lý I,"I25, dành cho SV KSTN Hóa dược K63",TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
196,696317,CH3052,TN Hóa lý I,"I26, dành cho SV KSTN Hóa dược K63",TC,AB,T45,Thứ năm,02.07.2020,Kíp 4,,D9-305,,,,,,,,
197,116679,CH3061,Hóa lý II,KTHH - nhóm 1-K63S,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-107,,,,,,,,
198,116680,CH3061,Hóa lý II,KTHH - nhóm 2-K63S,Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-208,,,,,,,,
199,116680,CH3061,Hóa lý II,KTHH - nhóm 2-K63S,Nhóm 1,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-208,,,,,,,,
200,116681,CH3061,Hóa lý II,KTHH - nhóm 3-K63S,Nhóm 1,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-306,,,,,,,,
201,116681,CH3061,Hóa lý II,KTHH - nhóm 3-K63S,Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-306,,,,,,,,
202,116682,CH3061,Hóa lý II,KTHH - nhóm 4-K63S,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-208,,,,,,,,
203,116683,CH3061,Hóa lý II,KTHH - nhóm 5-K63S,Nhóm 2,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-407,,,,,,,,
204,116683,CH3061,Hóa lý II,KTHH - nhóm 5-K63S,Nhóm 1,AB,T46,Thứ sáu,10.07.2020,Kíp 4,,D6-407,,,,,,,,
205,693489,CH3062,TN Hóa lý II,II1,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
206,693490,CH3062,TN Hóa lý II,II2,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
207,693491,CH3062,TN Hóa lý II,II3,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
208,693492,CH3062,TN Hóa lý II,II4,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
209,693493,CH3062,TN Hóa lý II,II5,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-203,,,,,,,,
210,693494,CH3062,TN Hóa lý II,II6,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
211,693495,CH3062,TN Hóa lý II,II7,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
212,693496,CH3062,TN Hóa lý II,II8,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
213,693497,CH3062,TN Hóa lý II,II9,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
214,693498,CH3062,TN Hóa lý II,II10,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
215,693499,CH3062,TN Hóa lý II,II11,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
216,693500,CH3062,TN Hóa lý II,II12,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-204,,,,,,,,
217,693501,CH3062,TN Hóa lý II,II13,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
218,693502,CH3062,TN Hóa lý II,II14,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
219,693503,CH3062,TN Hóa lý II,II15,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
220,693504,CH3062,TN Hóa lý II,II16,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
221,693506,CH3062,TN Hóa lý II,II18,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
222,693507,CH3062,TN Hóa lý II,II19,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
223,693508,CH3062,TN Hóa lý II,II20,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
224,693509,CH3062,TN Hóa lý II,II21,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
225,693510,CH3062,TN Hóa lý II,II22,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
226,693511,CH3062,TN Hóa lý II,II23,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
227,693512,CH3062,TN Hóa lý II,II24,TC,AB,T47,Thứ hai,13.07.2020,Kíp 4,,D5-205,,,,,,,,
228,116507,CH3081,Hoá lý,Sinh học-K63S,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-104,,,,,,,,
229,116507,CH3081,Hoá lý,Sinh học-K63S,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-104,,,,,,,,
230,116508,CH3081,Hoá lý,Thực phẩm-K63S,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-203,,,,,,,,
231,116508,CH3081,Hoá lý,Thực phẩm-K63S,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-203,,,,,,,,
232,116509,CH3081,Hoá lý,Thực phẩm-K63S,Nhóm 2,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-204,,,,,,,,
233,116509,CH3081,Hoá lý,Thực phẩm-K63S,Nhóm 1,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-204,,,,,,,,
234,116510,CH3081,Hoá lý,Thực phẩm-K63S,TC,AB,T47,Thứ tư,15.07.2020,Kíp 4,,D5-205,,,,,,,,
235,693459,CH3082,Thí nghiệm Hoá lý,BF1,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
236,693460,CH3082,Thí nghiệm Hoá lý,BF2,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
237,693461,CH3082,Thí nghiệm Hoá lý,BF3,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
238,693462,CH3082,Thí nghiệm Hoá lý,BF4,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
239,693463,CH3082,Thí nghiệm Hoá lý,BF5,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
240,693464,CH3082,Thí nghiệm Hoá lý,BF6,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
241,693465,CH3082,Thí nghiệm Hoá lý,BF7,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
242,693466,CH3082,Thí nghiệm Hoá lý,BF8,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
243,693467,CH3082,Thí nghiệm Hoá lý,BF9,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
244,693468,CH3082,Thí nghiệm Hoá lý,BF10,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-101,,,,,,,,
245,693469,CH3082,Thí nghiệm Hoá lý,BF11,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
246,693470,CH3082,Thí nghiệm Hoá lý,BF12,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
247,693471,CH3082,Thí nghiệm Hoá lý,BF13,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
248,693472,CH3082,Thí nghiệm Hoá lý,BF14,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
249,693473,CH3082,Thí nghiệm Hoá lý,BF15,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
250,693474,CH3082,Thí nghiệm Hoá lý,BF16,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
251,693475,CH3082,Thí nghiệm Hoá lý,BF17,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
252,693476,CH3082,Thí nghiệm Hoá lý,BF18,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-105,,,,,,,,
253,693477,CH3082,Thí nghiệm Hoá lý,BF19,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
254,693478,CH3082,Thí nghiệm Hoá lý,BF20,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
255,693479,CH3082,Thí nghiệm Hoá lý,BF21,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
256,693480,CH3082,Thí nghiệm Hoá lý,BF22,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
257,693481,CH3082,Thí nghiệm Hoá lý,BF23,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
258,693482,CH3082,Thí nghiệm Hoá lý,BF24,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
259,693483,CH3082,Thí nghiệm Hoá lý,BF25,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
260,693485,CH3082,Thí nghiệm Hoá lý,BF27,TC,B,T45,Thứ năm,02.07.2020,Kíp 4,,D9-106,,,,,,,,
261,116673,CH3120,Hóa vô cơ,KTHH - nhóm 1-K63S,Nhóm 1,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D9-101,,,,,,,,
262,116673,CH3120,Hóa vô cơ,KTHH - nhóm 1-K63S,Nhóm 2,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D9-101,,,,,,,,
263,116674,CH3120,Hóa vô cơ,KTHH - nhóm 2-K63S,TC,AB,T46,Thứ hai,06.07.2020,Kíp 4,,D9-105,,,,,,,,
264,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116675 CH3120,,,Hóa vô cơ,Kíp 4 D9-106,,KTHH - nhóm 3-K63S Nhóm 1,
265,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116675 CH3120,,,Hóa vô cơ,Kíp 4 D9-106,,KTHH - nhóm 3-K63S Nhóm 2,
266,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116676 CH3120,,,Hóa vô cơ,Kíp 4 D9-201,,KTHH - nhóm 4-K63S Nhóm 1,
267,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116676 CH3120,,,Hóa vô cơ,Kíp 4 D9-201,,KTHH - nhóm 4-K63S Nhóm 2,
268,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116678 CH3120,,,Hóa vô cơ,Kíp 4 D9-205,,KTHH - Hóa học-K63S Nhóm 1,
269,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116678 CH3120,,,Hóa vô cơ,Kíp 4 D9-205,,KTHH - Hóa học-K63S Nhóm 2,
270,,,,,,AB,T46,Thứ hai,06.07.2020,,,,114588 CH3120,,,Hóa vô cơ,Kíp 4 D9-204,,**Tài năng Hóa học-K63S TC,
271,,,,,,B,T46,Thứ năm,09.07.2020,,,,694190 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N1 TC,
272,,,,,,B,T46,Thứ năm,09.07.2020,,,,694191 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N2 TC,
273,,,,,,B,T46,Thứ năm,09.07.2020,,,,694192 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N3 TC,
274,,,,,,B,T46,Thứ năm,09.07.2020,,,,694193 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N4 TC,
275,,,,,,B,T46,Thứ năm,09.07.2020,,,,694194 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N5 TC,
276,,,,,,B,T46,Thứ năm,09.07.2020,,,,694195 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N6 TC,
277,,,,,,B,T46,Thứ năm,09.07.2020,,,,694196 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N7 TC,
278,,,,,,B,T46,Thứ năm,09.07.2020,,,,694197 CH3130,,,TN Hóa vô cơ,Kíp 4 D9-301,,N8 TC,
279,,,,,,B,T46,Thứ năm,09.07.2020,,,,694188 CH3131,,,TN Hóa vô cơ,Kíp 4 D9-301,,N1 TC,
280,,,,,,B,T46,Thứ năm,09.07.2020,,,,694189 CH3131,,,TN Hóa vô cơ,Kíp 4 D9-301,,N2 TC,
281,,,,,,AB,T45,Thứ tư,01.07.2020,,,,116775 CH3203,,,Hóa Hữu cơ II,Kíp 3-4 C1-302,,Hóa học-K62C TC,
282,,,,,,AB,T45,Thứ tư,01.07.2020,,,,114702 CH3206,,,Hoá hữu cơ,Kíp 3-4 C1-302,,**CTTT-KTYS-K63C TC,
283,,,,,,AB,T46,Thứ hai,06.07.2020,,,,116776 CH3208,,,Cơ sở hóa học hương liệu,Kíp 3 D5-205,,Hóa học-K62C TC,
284,,,,,,AB,T46,Thứ sáu,10.07.2020,,,,116696 CH3220,,,Hóa hữu cơ,Kíp 1-4 C1-302,,KTHH-K62S TC,
285,,,,,,AB,T46,Thứ sáu,10.07.2020,,,,116697 CH3220,,,Hóa hữu cơ,Kíp 1-4 C1-302,,KTHH-K62S TC,
286,,,,KTHH-K62S,,AB,T46,Thứ sáu,10.07.2020,,,,116698 CH3220,,,Hóa hữu cơ,Kíp 1-4 C1-302,TC,,
287,,,,Dệt-May-K62C,,AB,T46,Thứ sáu,10.07.2020,,,,116617 CH3223,,,Hóa hữu cơ,Kíp 1-4 C1-302,TC,,
288,,,,Môi trường-K63S,,AB,T47,Thứ năm,16.07.2020,,,,116574 CH3316,,,Hóa phân tích,Kíp 4 D9-301,TC,,
289,,,,N49,,B,T45,Thứ bảy,04.07.2020,,,,693227 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
290,,,,N50,,B,T45,Thứ bảy,04.07.2020,,,,693228 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
291,,,,N51,,B,T45,Thứ bảy,04.07.2020,,,,693229 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
292,,,,N52,,B,T45,Thứ bảy,04.07.2020,,,,693230 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
293,,,,N53,,B,T45,Thứ bảy,04.07.2020,,,,693231 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
294,,,,N54,,B,T45,Thứ bảy,04.07.2020,,,,693232 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
295,,,,N55,,B,T45,Thứ bảy,04.07.2020,,,,693233 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
296,,,,N57,,B,T45,Thứ bảy,04.07.2020,,,,693235 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
297,,,,N58,,B,T45,Thứ bảy,04.07.2020,,,,693236 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
298,,,,N59,,B,T45,Thứ bảy,04.07.2020,,,,693237 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
299,,,,N60,,B,T45,Thứ bảy,04.07.2020,,,,693238 CH3318,,,TN hóa phân tích,Kíp 1 D9-101,TC,,
300,,,,N61,,B,T45,Thứ bảy,04.07.2020,,,,693239 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
301,,,,N62,,B,T45,Thứ bảy,04.07.2020,,,,693240 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
302,,,,N63,,B,T45,Thứ bảy,04.07.2020,,,,693241 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
303,,,,N64,,B,T45,Thứ bảy,04.07.2020,,,,693242 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
304,,,,N65,,B,T45,Thứ bảy,04.07.2020,,,,693243 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
305,,,,N66,,B,T45,Thứ bảy,04.07.2020,,,,693244 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
306,,,,N67,,B,T45,Thứ bảy,04.07.2020,,,,693245 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
307,,,,N68,,B,T45,Thứ bảy,04.07.2020,,,,693246 CH3318,,,TN hóa phân tích,Kíp 1 D9-201,TC,,
308,693247,CH3318,TN hóa phân tích,N69,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-201,,,,,,,,
309,693248,CH3318,TN hóa phân tích,N70,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-201,,,,,,,,
310,693249,CH3318,TN hóa phân tích,N71,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
311,693250,CH3318,TN hóa phân tích,N72,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
312,693251,CH3318,TN hóa phân tích,N73,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
313,693252,CH3318,TN hóa phân tích,N74,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
314,693253,CH3318,TN hóa phân tích,N75,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
315,693254,CH3318,TN hóa phân tích,N76,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
316,693255,CH3318,TN hóa phân tích,N77,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
317,693256,CH3318,TN hóa phân tích,N78,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
318,693257,CH3318,TN hóa phân tích,N79,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
319,693258,CH3318,TN hóa phân tích,N80,TC,B,T45,Thứ bảy,04.07.2020,Kíp 1,,D9-301,,,,,,,,
320,116777,CH3322,Các phương pháp phân tích bằng công cụ,Hóa học-K62C,TC,AB,T46,Thứ sáu,10.07.2020,Kíp 3,,D5-203,,,,,,,,
321,116701,CH3323,Phân tích bằng công cụ,KTHH-K62C,Nhóm 1,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-201,,,,,,,,
322,116701,CH3323,Phân tích bằng công cụ,KTHH-K62C,Nhóm 2,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-201,,,,,,,,
323,116701,CH3323,Phân tích bằng công cụ,KTHH-K62C,Nhóm 3,AB,T45,Thứ hai,29.06.2020,Kíp 3,,D9-205,,,,,,,,
324,693195,CH3324,Thực hành phân tích công cụ,N17,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
325,693196,CH3324,Thực hành phân tích công cụ,N18,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
326,693197,CH3324,Thực hành phân tích công cụ,N19,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
327,693198,CH3324,Thực hành phân tích công cụ,N20,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
328,693199,CH3324,Thực hành phân tích công cụ,N21,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
329,693200,CH3324,Thực hành phân tích công cụ,N22,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
330,693201,CH3324,Thực hành phân tích công cụ,N23,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
331,693202,CH3324,Thực hành phân tích công cụ,N24,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
332,693203,CH3324,Thực hành phân tích công cụ,N25,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
333,693204,CH3324,Thực hành phân tích công cụ,N26,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-201,,,,,,,,
334,693205,CH3324,Thực hành phân tích công cụ,N27,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
335,693206,CH3324,Thực hành phân tích công cụ,N28,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
336,693207,CH3324,Thực hành phân tích công cụ,N29,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
337,693211,CH3324,Thực hành phân tích công cụ,N33,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
338,693212,CH3324,Thực hành phân tích công cụ,N34,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
339,693213,CH3324,Thực hành phân tích công cụ,N35,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
340,693214,CH3324,Thực hành phân tích công cụ,N36,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
341,693215,CH3324,Thực hành phân tích công cụ,N37,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-205,,,,,,,,
342,693216,CH3324,Thực hành phân tích công cụ,N38,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-206,,,,,,,,
343,693217,CH3324,Thực hành phân tích công cụ,N39,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-206,,,,,,,,
344,693218,CH3324,Thực hành phân tích công cụ,N40,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-206,,,,,,,,
345,693219,CH3324,Thực hành phân tích công cụ,N41,TC,B,T46,Thứ tư,08.07.2020,Kíp 4,,D9-206,,,,,,,,
